Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Tot_Benes_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Avg_Spnd_Per_Bene_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Tot_Benes_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Avg_Spnd_Per_Bene_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Tot_Benes_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Avg_Spnd_Per_Bene_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Tot_Benes_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Avg_Spnd_Per_Bene_2020,Outlier_Flag_2020,Tot_Spndng_2021,Tot_Dsg_Unts_2021,Tot_Clms_2021,Tot_Benes_2021,Avg_Spnd_Per_Dsg_Unt_Wghtd_2021,Avg_Spnd_Per_Clm_2021,Avg_Spnd_Per_Bene_2021,Outlier_Flag_2021,Chg_Avg_Spnd_Per_Dsg_Unt_20_21,CAGR_Avg_Spnd_Per_Dsg_Unt_17_21
Nitrofurantoin,Nitrofurantoin Macrocrystal,Amneal Pharmace,3165687.85,2814930.0,67730.0,42054.0,1.1695246166,46.739817658,75.276735863,0.0,4232571.4,3600996.111,105471.0,67022.0,1.2427552501,40.130191237,63.151970995,0.0,6740574.57,5582731.857,168864.0,92604.0,1.2691505589,39.917179328,72.789237722,0.0,7881335.2,6719327.728,202190.0,108324.0,1.2285515278,38.979846679,72.757054762,0.0,8679980.72,7496949.0,223751,132351.0,1.2025768718,38.793036545,65.583038436,0,-0.021142504,0.0069916513
Nitrofurantoin,Nitrofurantoin Macrocrystal,Alvogen Inc,19873593.42,15718245.8,489307.0,227382.0,1.3015867592,40.615796259,87.401788268,0.0,21609518.73,17669429.927,536728.0,261299.0,1.2621006802,40.261582645,82.700349906,0.0,19224632.35,15655633.847,465890.0,229157.0,1.2578748634,41.264316362,83.892843553,0.0,15715427.0,12676068.1,369139.0,182845.0,1.2622112642,42.573196005,85.949448987,0.0,13002452.32,10485421.285,299952,148025.0,1.2486404402,43.348443484,87.839569802,0,-0.010751626,-0.010328489
Nitrofurantoin,Nitrofurantoin Macrocrystal,Sun Pharmaceuti,421614.36,322092.0,10983.0,6591.0,1.3495930458,38.387904944,63.96819299,0.0,362325.61,334042.0,9834.0,5507.0,1.1047476304,36.844174293,65.793646268,0.0,791591.56,765756.0,16787.0,9113.0,1.058711564,47.155034253,86.863992099,0.0,1442164.28,1273838.0,33427.0,18358.0,1.1796388495,43.143694618,78.557810219,0.0,1328844.02,1101681.7,33957,16911.0,1.2235272715,39.133139559,78.578677784,0,0.0372049649,-0.024218218
Nitrofurantoin,Nitrofurantoin Macrocrystal,Actavis/Teva,996645.87,721640.0,24541.0,13169.0,1.3950162109,40.611461228,75.681211178,0.0,328069.78,244749.0,8145.0,4632.0,1.3522646717,40.278671578,70.826809154,0.0,276183.54,149179.0,5203.0,2988.0,1.7053056603,53.081595234,92.430903614,0.0,721341.59,529128.0,15006.0,8998.0,1.3410799683,48.070211249,80.166880418,0.0,430207.34,350137.0,10147,6343.0,1.2430526976,42.397490884,67.823953965,0,-0.073095768,-0.028422225
Nitrofurantoin,Nitrofurantoin Macrocrystal,AHP,18521.24,12177.0,604.0,312.0,1.5339366254,30.664304636,59.362948718,0.0,5183.58,3696.0,234.0,170.0,1.3832278512,22.152051282,30.491647059,0.0,11862.94,7549.0,378.0,205.0,1.5732920648,31.383439153,57.868,0.0,3954.8,2790.0,134.0,82.0,1.4174723463,29.513432836,48.229268293,0.0,239.97,185.0,21,16.0,2.2441242666,11.427142857,14.998125,1,0.5831873352,0.0997902652
Nitrofurantoin,Nitrofurantoin Macrocrystal,Major Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,1735.82,976.0,48.0,32.0,1.7663395353,36.162916667,54.244375,1.0,1788.51,1252.0,81,49.0,1.4339730219,22.08037037,36.500204082,0,-0.188166831,-0.188166831
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Trigen Laborato,,,,,,,,,,,,,,,,,3428127.24,3600299.0,228045.0,196339.0,0.952178483,15.032678813,17.460246003,0.0,10774564.05,10412118.0,639539.0,476183.0,1.0348100214,16.847391715,22.626939748,0.0,5599454.74,5736002.711,355387,278350.0,0.976194577,15.755935755,20.116596874,0,-0.056643677,0.0125325974
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Sandoz,4460940.74,2903440.0,171983.0,128772.0,1.5364329003,25.938265643,34.64216398,0.0,6235045.09,4206308.0,245705.0,203228.0,1.4823082594,25.376142488,30.680049452,0.0,7724512.19,5111513.0,302692.0,237504.0,1.5111987762,25.519380063,32.523714085,0.0,8635451.1,6210589.0,364639.0,280988.0,1.3904399567,23.682192799,30.732455123,0.0,14538122.05,12075714.0,733852,554410.0,1.203914075,19.810700318,26.222690879,0,-0.134148822,-0.059149818
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Northstar Rx Ll,8814553.77,5459000.0,309115.0,221440.0,1.6146828668,28.515451434,39.805607704,0.0,7994294.83,5230091.0,313752.0,248098.0,1.5285192609,25.479661739,32.222326782,0.0,8093870.57,5213090.0,317164.0,249881.0,1.5526051862,25.519512208,32.390900349,0.0,9248565.35,6170996.2,372318.0,281036.0,1.4987151264,24.840500191,32.908827873,0.0,8912018.01,6283443.0,388877,286974.0,1.418333549,22.917318355,31.055140919,0,-0.05363366,-0.031894283
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Mylan,11467231.94,6958923.06,429936.0,310108.0,1.6478457717,26.671951035,36.978188051,0.0,2561675.66,1626892.4,99826.0,87301.0,1.5745821051,25.661407449,29.343027686,0.0,234992.73,149791.0,9431.0,7604.0,1.568804067,24.917053335,30.903830878,0.0,137152.15,89179.0,5432.0,4212.0,1.5379422286,25.248923049,32.562238841,0.0,57835.44,38836.0,2486,2104.0,1.489222371,23.264456959,27.488326996,0,-0.031678601,-0.024986234
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Bluepoint Labor,3261039.08,1898273.0,107749.0,74777.0,1.7178978366,30.265144735,43.610188694,0.0,3630367.5,2260468.5,131919.0,95859.0,1.6060243706,27.519671162,37.871952555,0.0,3376932.07,1998375.0,120296.0,86252.0,1.6898390292,28.07185667,39.151927723,0.0,2285653.07,1410408.0,83896.0,60788.0,1.6205616176,27.243886121,37.600399256,0.0,2761288.98,1875479.0,112257,78291.0,1.4723113295,24.597922446,35.269558187,0,-0.091480809,-0.037832728
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Amneal Pharmace,1141539.48,720838.0,41333.0,38230.0,1.5836283326,27.618113372,29.85978237,0.0,7046373.84,4526807.0,269690.0,217533.0,1.5565880852,26.127679336,32.392206424,0.0,5637100.79,3418228.0,216620.0,180332.0,1.6491295461,26.022993214,31.259570071,0.0,5914550.49,3522681.0,225406.0,180513.0,1.6789912257,26.239543269,32.76523292,0.0,9698518.89,5703280.0,361291,278431.0,1.7005159996,26.844064452,34.832755297,0,0.0128200633,0.0179626997
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,Alvogen Inc,36895079.09,22367205.5,1322736.0,944516.0,1.6495167038,27.893002905,39.062418307,0.0,40872616.97,25495559.876,1575941.0,1143515.0,1.6031268648,25.935372561,35.742965304,0.0,41697560.81,26946701.466,1704008.0,1249250.0,1.5474087195,24.470284652,33.378075493,0.0,32574749.61,19668015.597,1251398.0,892167.0,1.6562296003,26.030686968,36.511941834,0.0,30716761.22,19276242.492,1232799,888159.0,1.5935035696,24.916276879,34.584754779,0,-0.037872787,-0.008599621
Nitrofurantoin Mono-Macro,Nitrofurantoin Monohyd/M-Cryst,AHP,45209.38,22486.0,2402.0,1659.0,2.0105567909,18.821557036,27.25098252,0.0,46365.61,30923.0,2427.0,2099.0,1.4993891278,19.10408323,22.089380657,0.0,65247.96,42185.0,3324.0,2927.0,1.546709968,19.629350181,22.291752648,0.0,21315.32,11799.0,1418.0,1116.0,1.8065361471,15.031960508,19.099749104,0.0,16623.74,10229.0,1090,841.0,1.6251578844,15.251137615,19.766634958,0,-0.100401126,-0.051811238
Nitroglycerin Patch,Nitroglycerin,Zydus Pharmaceu,1403834.26,1553833.0,43850.0,13289.0,0.9037948974,32.01446431,105.63881857,0.0,2494017.48,2777141.0,73537.0,17801.0,0.8984959123,33.915137686,140.10547048,0.0,2901267.16,3157458.0,81641.0,20653.0,0.9205545073,35.536889063,140.47679078,0.0,1869355.29,2046475.0,49606.0,14585.0,0.9209703328,37.684056163,128.16971478,0.0,1086809.64,1155353.0,27864,8806.0,0.9518398537,39.004078381,123.41694754,0,0.0335184749,0.0130327831
Nitroglycerin Patch,Nitroglycerin,Mylan,5295222.26,6007788.0,142355.0,37353.0,0.8843117452,37.197304345,141.76163253,0.0,4596143.43,5123530.7,120093.0,32268.0,0.894683285,38.271534811,142.43657586,0.0,5910208.61,6507090.0,142288.0,44686.0,0.9043391715,41.536943453,132.26085597,0.0,9314612.65,10218357.0,213270.0,54553.0,0.9079578471,43.675212876,170.74427896,0.0,9029158.64,9615973.2,196137,53075.0,0.9355417501,46.034958422,170.12074687,0,0.0303801582,0.0141786063
Nitroglycerin Patch,Nitroglycerin,Major Pharmaceu,239080.06,274378.0,8544.0,2331.0,0.8710246066,27.98221676,102.56544831,0.0,131166.68,151833.0,4897.0,1227.0,0.8635257672,26.785109251,106.9003097,0.0,148305.92,164852.0,4967.0,1714.0,0.9012200311,29.85824844,86.526207701,0.0,52820.65,57690.0,1752.0,781.0,0.9088408075,30.148772831,67.632074264,0.0,7027.59,8862.0,318,72.0,0.7958255528,22.099339623,97.605416667,0,-0.124350991,-0.022319701
Nitroglycerin Patch,Nitroglycerin,Dr.Reddy'S Lab,,,,,,,,,,,,,,,,,,,,,,,,,380308.42,299769.0,4466.0,2594.0,1.2602257808,85.156386028,146.61080185,0.0,862417.39,626485.0,9543,4142.0,1.3681191846,90.37172692,208.21279334,0,0.0856143443,0.0856143443
Nitroglycerin Patch,Nitroglycerin,Kremers/Lannett,18369.81,28222.0,831.0,233.0,0.6502304973,22.10566787,78.840386266,0.0,10499.33,16528.0,496.0,136.0,0.6335948055,21.168004032,77.200955882,0.0,6473.78,10480.0,311.0,92.0,0.6186325983,20.816012862,70.367173913,0.0,4410.02,6819.0,210.0,61.0,0.6455596471,21.000095238,72.295409836,0.0,1132.81,1818.0,46,21.0,0.6227931243,24.626304348,53.943333333,1,-0.035266335,-0.010720252
Nitroglycerin Patch,Nitroglycerin,Alvogen Inc,8780799.5,9182892.0,213965.0,51637.0,0.9583486277,41.038485266,170.04859887,0.0,7900558.35,8199923.0,182717.0,45042.0,0.9641604088,43.23931736,175.4042527,0.0,4346210.27,4574051.1,95837.0,32635.0,0.9494355869,45.350024208,133.17635269,0.0,440729.3,460735.0,11628.0,5163.0,0.9559384596,37.902416581,85.363025373,0.0,74554.43,81693.0,2226,1064.0,0.9109382182,33.492556155,70.069953008,0,-0.047074413,-0.012604032
Nitroglycerin*,Nitroglycerin,Greenstone LLC.,25179745.66,39837428.359,935669.0,618437.0,0.6413260293,26.910954258,40.715134541,0.0,11812673.88,21647556.42,490473.0,342085.0,0.5538254181,24.084249041,34.53139974,0.0,12827177.99,25488120.512,594372.0,380483.0,0.5082629763,21.581060329,33.712880707,0.0,11231904.59,22476303.634,498556.0,299169.0,0.5040288808,22.528872564,37.543677955,0.0,11419659.92,23109859.855,496320,298601.0,0.4983154461,23.008663604,38.243877013,0,-0.01133553,-0.061128036
Nitroglycerin*,Nitroglycerin,Glenmark Pharma,453492.65,787453.0,19101.0,18613.0,0.5865824915,23.741827653,24.364296459,0.0,19312642.07,33711061.323,862240.0,596129.0,0.5815080418,22.398220994,32.396749814,0.0,12225355.55,23290626.333,588074.0,417801.0,0.5350565905,20.788804725,29.261192649,0.0,12950346.79,25123951.383,607934.0,386425.0,0.5256182722,21.302224896,33.513221945,0.0,16995209.8,32400605.436,807866,528413.0,0.535065018,21.037164332,32.162739751,0,0.0179726358,-0.022719202
Nitroglycerin*,Nitroglycerin,Dr.Reddy'S Lab,23104610.15,38727463.325,989718.0,681627.0,0.6067666911,23.344639736,33.896266066,0.0,17766429.79,33189396.26,790398.0,539147.0,0.544049493,22.47782736,32.952849204,0.0,21453602.05,43163673.58,1049514.0,710852.0,0.5046855923,20.44146343,30.180124766,0.0,20158001.11,42205840.8,1021584.0,650345.0,0.4854798266,19.73210339,30.995857752,0.0,15301100.62,32772639.0,786253,514282.0,0.4764991721,19.46078504,29.752354973,0,-0.018498512,-0.05863054
Nitroglycerin*,Nitroglycerin,Alvogen Inc,,,,,,,,,,,,,,,,,890.31,2150.0,46.0,46.0,0.4422464236,19.354565217,19.354565217,0.0,1284129.88,2584829.9,68570.0,46939.0,0.5042268135,18.727284235,27.357418778,0.0,2744906.88,5285266.0,141336,88669.0,0.5272576097,19.421144507,30.956781739,0,0.0456754691,0.0918909427
Nitroglycerin*,Nitroglycerin,Allegis Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,104843.95,4763.1,485.0,451.0,22.011704562,216.17309278,232.46995565,0.0,748555.78,36674.96,3746,2226.0,20.410541143,199.82802456,336.27842767,0,-0.072741455,-0.072741455
Nitroglycerin*,Nitroglycerin,Perrigo Co.,6915732.55,334414.5,34210.0,21206.0,20.680121675,202.15529231,326.12150099,0.0,6126599.63,297327.6,30974.0,18497.0,20.605553033,197.79814134,331.22125912,0.0,6301786.68,315752.12,32246.0,18595.0,19.958018587,195.42847733,338.89683678,0.0,6212899.17,301868.66,31028.0,16855.0,20.581464701,200.23524462,368.6086722,0.0,5227526.22,283618.82,29590,15996.0,18.431520941,176.66529976,326.80208927,0,-0.104460192,-0.028367527
Nitroglycerin*,Nitroglycerin,Jacksonville Ph,1453871.73,63457.45,6736.0,4312.0,22.910969949,215.83606443,337.16876855,0.0,2291964.0,98562.7,10110.0,6083.0,23.253867842,226.70267062,376.78185106,0.0,1656293.59,75410.6,8001.0,4819.0,21.963670757,207.0108224,343.70068271,0.0,921613.53,41146.1,4528.0,2794.0,22.398563412,203.53655698,329.8545204,0.0,68421.66,3641.1,370,249.0,18.791480597,184.92340541,274.78578313,0,-0.161040811,-0.048345335
Nitroglycerin*,Nitroglycerin,"Gsms, Inc.",3135.24,8030.0,189.0,134.0,0.3919815982,16.588571429,23.397313433,0.0,7952.24,21622.0,389.0,226.0,0.3698000867,20.44277635,35.186902655,0.0,5764.42,14327.0,420.0,223.0,0.4029799699,13.724809524,25.84941704,0.0,860.96,2500.0,51.0,37.0,0.344384,16.881568627,23.269189189,0.0,573.11,1825.0,34,21.0,0.3140328767,16.856176471,27.290952381,1,-0.08813163,-0.053921094
Nitrolingual,Nitroglycerin,Espero Pharmace,230494.95,6343.6,771.0,499.0,36.335038464,298.95583658,461.91372745,0.0,205521.74,5735.0,612.0,355.0,35.836397559,335.8198366,578.93447887,0.0,135286.34,3827.7,406.0,242.0,35.344029051,333.21758621,559.03446281,0.0,68337.71,2138.3,183.0,136.0,31.958897255,373.43010929,502.48316176,0.0,3265.52,117.8,11,,27.720882852,296.86545455,,1,-0.13260828,-0.06541166
Nitrolingual,Nitroglycerin,Allegis Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30249.43,859.9,65,32.0,35.177846261,465.37584615,945.2946875,0,,
Nitrostat,Nitroglycerin,Pfizer/Viatris,7333245.45,8454682.144,204334.0,132274.0,0.8856440136,35.888522958,55.439810167,0.0,2092905.01,2129570.2,50526.0,33588.0,1.0076392325,41.422337213,62.311093545,0.0,909766.14,936492.0,21263.0,13406.0,0.9978535201,42.786349057,67.862609279,0.0,506687.86,530307.0,11344.0,6870.0,0.9779912756,44.665714034,73.753691412,0.0,377673.45,370646.0,7919,4766.0,1.0437165625,47.692063392,79.243275283,0,0.0672043694,0.0419115346
Nityr,Nitisinone,Cycle Pharmaceu,,,,,,,,,,,,,,,,,,,,,,,,,26872.34,330.0,11.0,,81.431333333,2442.94,,1.0,239891.07,795.0,13,,140.80699817,18453.159231,,1,0.7291500999,0.7291500999
Niva-Plus,Multivit-Mins60/Iron Fum/Folic,Nivagen Pharmac,3307.47,17196.0,419.0,174.0,0.1923394976,7.8937231504,19.008448276,0.0,171.85,797.0,26.0,14.0,0.215621079,6.6096153846,12.275,1.0,3459.83,8450.0,227.0,112.0,0.4094473373,15.24154185,30.891339286,0.0,58714.11,94083.0,2189.0,592.0,0.6240671535,26.822343536,99.179239865,0.0,72327.93,107844.0,3670,557.0,0.6706718037,19.707882834,129.85265709,0,0.0746789027,0.366502381
Nivestym*,Filgrastim-Aafi,Pfizer US Pharm*,,,,,,,,,,,,,,,,,178392.01,408.3,113.0,37.0,441.31984543,1578.690354,4821.4056757,0.0,1466154.4,3443.2,637.0,261.0,429.44531987,2301.655259,5617.4498084,0.0,2778657.35,6840.7,1603,647.0,416.42469379,1733.4106987,4294.6790572,0,-0.030319637,-0.028614741
Nizatidine,Nizatidine,Glenmark Pharma,925771.85,1941580.0,21650.0,6240.0,0.5076751407,42.76082448,148.3608734,0.0,1063369.4,1892788.0,21321.0,5939.0,0.5953886167,49.87427419,179.04856036,0.0,1270490.88,2054443.0,23954.0,8303.0,0.6492679459,53.038777657,153.01588342,0.0,190739.46,271555.0,4658.0,3119.0,0.7352055123,40.94878918,61.154042962,0.0,3044.02,1995.0,48,39.0,1.6081957323,63.417083333,78.051794872,0,1.1874097861,0.3340995936
Nizatidine,Nizatidine,Amneal Pharmace,74175.96,107310.0,216.0,56.0,0.6912306402,343.40722222,1324.5707143,0.0,92221.18,110286.0,207.0,44.0,0.836200243,445.51294686,2095.9359091,0.0,97198.77,104569.0,214.0,60.0,0.9295180216,454.19985981,1619.9795,0.0,160539.17,154840.9,319.0,152.0,1.0368008065,503.25758621,1056.17875,0.0,427865.12,397671.1,792,200.0,1.0759271167,540.23373737,2139.3256,0,0.0377375383,0.1169660373
Nizatidine,Nizatidine,Actavis/Teva,121409.58,310112.0,3421.0,1795.0,0.4157303941,35.489500146,67.637649025,0.0,204438.58,407145.0,4835.0,1505.0,0.5380031577,42.283056877,135.83958804,0.0,553505.69,951062.0,10446.0,4960.0,0.5987776237,52.987333908,111.59388911,0.0,297063.19,503301.6,6908.0,4517.0,0.6000935248,43.002777939,65.765594421,0.0,8224.04,5292.0,73,46.0,1.6694046932,112.65808219,178.78347826,0,1.7819075263,0.4155899258
Nocdurna,Desmopressin Acetate,Ferring/Antares,,,,,,,,,13149.08,900.0,26.0,24.0,14.614005889,505.73384615,547.87833333,1.0,1338087.99,95184.0,2561.0,897.0,14.058310246,522.4865248,1491.7368896,0.0,1981397.49,141668.0,3616.0,861.0,13.987828141,547.95284569,2301.274669,0.0,2248307.86,144129.0,3557,901.0,15.600418055,632.0798032,2495.3472364,0,0.115285225,0.0220111946
Nora-Be,Norethindrone,Actavis/Teva,136219.44,250272.0,5143.0,1628.0,0.5442855773,26.486377601,83.672874693,0.0,69053.08,119834.0,2155.0,752.0,0.5762394646,32.043192575,91.825904255,0.0,67447.54,131100.0,2121.0,689.0,0.5144739893,31.799877416,97.891930334,0.0,69260.01,138488.0,2151.0,693.0,0.5001156057,32.198981869,99.942294372,0.0,65427.24,140521.0,2083,633.0,0.4656047139,31.410100816,103.36056872,0,-0.069005829,-0.038282241
Norco,Hydrocodone/Acetaminophen,Allergan Inc.,,,,,,,,,2660686.65,587951.0,4920.0,1153.0,4.4548000819,540.78996951,2307.6206852,0.0,4039379.02,891351.0,7954.0,1394.0,4.4689327108,507.84247171,2897.6893974,0.0,4092221.71,885869.0,7858.0,1109.0,4.580703013,520.77140621,3690.0105591,0.0,565741.6,121821.0,1239,625.0,4.5971424664,456.61146086,905.18656,0,0.0035888494,0.0105393931
Norditropin Flexpro,Somatropin,Novo Nordisk,14313320.48,23148.0,7500.0,1028.0,664.98922578,1908.4427307,13923.463502,0.0,17901506.11,26360.0,7966.0,1038.0,699.71438729,2247.2390296,17246.152322,0.0,15069330.8,21157.0,6243.0,884.0,740.89274547,2413.7963799,17046.754299,0.0,17154790.12,22452.0,6353.0,957.0,782.57824761,2700.2660349,17925.590512,0.0,16743673.39,20412.0,5997,888.0,829.43301356,2792.0082358,18855.488052,0,0.0598723081,0.0567972564
Norethin-Eth Estra-Ferrous Fum,Noreth-Ethinyl Estradiol/Iron,Mylan,31583.1,16464.0,399.0,97.0,1.9350128714,79.155639098,325.59896907,0.0,25067.89,13962.0,301.0,77.0,1.8421799748,83.282026578,325.55701299,0.0,34018.95,17888.0,374.0,76.0,1.8803809115,90.959759358,447.61776316,0.0,26852.51,15580.0,366.0,70.0,1.7159167787,73.367513661,383.60728571,0.0,24228.55,11804.0,268,47.0,2.0387278782,90.405037313,515.50106383,0,0.18812748,0.0131385739
Norethindron-Ethinyl Estradiol,Norethindrone Ac-Eth Estradiol,Nivagen Pharmac,45091.23,23056.0,524.0,218.0,1.9308371207,86.051965649,206.84050459,0.0,222656.54,111209.0,2320.0,743.0,1.9778934015,95.972646552,299.6723284,0.0,363191.88,184573.0,4049.0,1116.0,1.9609484746,89.699155347,325.44075269,0.0,429856.96,217059.0,4568.0,1245.0,1.9687856015,94.10178634,345.26663454,0.0,415041.87,222461.0,4625,1326.0,1.8608017843,89.738782703,313.00291855,0,-0.054847931,-0.009194021
Norethindron-Ethinyl Estradiol,Norethindrone Ac-Eth Estradiol,Mylan,10030.11,16892.0,568.0,160.0,0.5937787118,17.658644366,62.6881875,0.0,27528.84,39323.0,1354.0,379.0,0.7000696793,20.331491876,72.635461741,0.0,25077.21,34204.0,1216.0,286.0,0.733166004,20.622705592,87.682552448,0.0,32302.38,44211.0,1356.0,304.0,0.7308525122,23.821814159,106.25782895,0.0,29872.95,43812.0,1183,316.0,0.6877394992,25.251859679,94.534651899,0,-0.058990032,0.0374085816
Norethindron-Ethinyl Estradiol,Norethindrone Ac-Eth Estradiol,Glenmark Pharma,891152.06,555791.0,13345.0,3441.0,1.4902499212,66.777973773,258.98054635,0.0,1005785.29,659430.0,15060.0,4256.0,1.4289319119,66.785211819,236.32173167,0.0,1183331.88,835279.0,17440.0,4678.0,1.330784202,67.851598624,252.9567935,0.0,1206555.33,857391.0,16952.0,4535.0,1.3265926931,71.174807102,266.05409702,0.0,1048727.72,851890.0,16314,4521.0,1.172722411,64.283910752,231.96808671,0,-0.115989092,-0.05814504
Norethindrone,Norethindrone,Mylan,158038.7,323536.0,8272.0,2633.0,0.4884733075,19.105258704,60.022293961,0.0,428727.94,769577.0,18039.0,5317.0,0.5570955733,23.76672432,80.633428625,0.0,548986.62,1042651.0,22687.0,6557.0,0.5265296058,24.198290651,83.725273753,0.0,618995.59,1059831.0,21280.0,6117.0,0.5840512214,29.088138628,101.19267451,0.0,634175.62,1260833.0,24016,7453.0,0.5029814575,26.406379913,85.089979874,0,-0.138805914,0.0073439549
Norethindrone,Norethindrone,Lupin Pharmaceu,92880.43,209480.0,5713.0,1460.0,0.4433856693,16.25773324,63.616732877,0.0,118301.28,251768.0,6430.0,1691.0,0.4698821137,18.398332815,69.959361325,0.0,99117.72,240785.0,5610.0,1711.0,0.4116440808,17.668042781,57.929701929,0.0,133605.21,270507.0,6267.0,1818.0,0.4939066642,21.318846338,73.490214521,0.0,118041.19,280957.0,6373,2083.0,0.4201397011,18.522075945,56.668838214,0,-0.149354055,-0.013372952
Norethindrone,Norethindrone,Glenmark Pharma,263210.14,482211.0,11273.0,3139.0,0.545840182,23.348721724,83.851589678,0.0,248624.33,415055.0,8976.0,3016.0,0.5990153835,27.698788993,82.435122679,0.0,265599.93,439774.0,8315.0,3194.0,0.6039464134,31.942264582,83.155895429,0.0,457111.85,741168.0,13188.0,4532.0,0.6167452588,34.661195784,100.86316196,0.0,403642.26,694770.0,11225,4217.0,0.5809724945,35.959221381,95.717870524,0,-0.058002496,0.0157165226
Norethindrone Acetate,Norethindrone Acetate,Teva USA,1190816.06,941224.0,19455.0,6084.0,1.2651781723,61.208741198,195.72913544,0.0,1437836.53,1251001.0,24447.0,7322.0,1.1493488255,58.814436536,196.37210188,0.0,1792774.45,1344004.0,25006.0,7733.0,1.3339055911,71.693771495,231.83427518,0.0,957396.82,772904.0,14409.0,4679.0,1.2387008218,66.444362551,204.61569139,0.0,504015.55,521488.5,8950,3126.0,0.9664940838,56.314586592,161.23338132,0,-0.219751802,-0.065107066
Norethindrone Acetate,Norethindrone Acetate,Mylan,,,,,,,,,,,,,,,,,86995.09,61434.0,982.0,748.0,1.4160739981,88.589704684,116.30359626,0.0,682574.89,552056.0,8648.0,2915.0,1.2364232795,78.928641304,234.15948199,0.0,741910.28,625037.5,9206,3318.0,1.1869852289,80.589863133,223.6016516,0,-0.03998473,-0.084455026
Norethindrone Acetate,Norethindrone Acetate,Ingenus Pharmac,,,,,,,,,,,,,,,,,,,,,,,,,229618.12,202874.0,3415.0,1628.0,1.1318262567,67.238102489,141.04307125,0.0,258550.39,225499.0,3535,1639.0,1.146570007,73.140138614,157.74886516,0,0.0130265137,0.0130265137
Norethindrone Acetate,Norethindrone Acetate,Glenmark Pharma,927597.59,634983.0,14121.0,3935.0,1.4608227149,65.6892281,235.73001017,0.0,542881.35,397759.0,8917.0,2482.0,1.3648499468,60.881613771,218.72737712,0.0,543942.72,389279.5,8435.0,2447.0,1.397306357,64.486392413,222.28962812,0.0,696951.1,612159.5,12097.0,3555.0,1.1385122668,57.613548814,196.0481294,0.0,1309961.22,1167757.0,21257,6224.0,1.1217755235,61.624933904,210.46934769,0,-0.014700538,-0.063889511
Norethindrone Acetate,Norethindrone Acetate,Amneal Pharmace,596953.17,439907.0,9329.0,2666.0,1.3569985702,63.988977382,223.9134171,0.0,607040.78,546581.0,10825.0,3143.0,1.1106144926,56.077670208,193.14055997,0.0,779745.39,609436.0,10843.0,3426.0,1.2794541018,71.912329614,227.59643608,0.0,638428.34,517569.0,8174.0,2951.0,1.2335134832,78.104763885,216.34304981,0.0,390851.38,304551.0,4851,1928.0,1.2833692222,80.571300763,202.72374481,0,0.0404176685,-0.013849822
Norethindrone-E.Estradiol-Iron,Norethindrone-E.Estradiol-Iron,"Xiromed, LLC",,,,,,,,,,,,,,,,,,,,,,,,,12379.25,4116.0,95.0,43.0,3.0075923226,130.30789474,287.88953488,0.0,42797.96,21980.0,439,114.0,1.9471319381,97.489658314,375.42070175,0,-0.352594458,-0.352594458
Norethindrone-E.Estradiol-Iron,Norethindrone-E.Estradiol-Iron,Mylan,46966.09,84340.0,2408.0,552.0,0.561932493,19.504190199,85.083496377,0.0,81995.56,134403.0,3772.0,879.0,0.6208613217,21.73795334,93.282775882,0.0,96273.03,177495.0,4695.0,1067.0,0.5454911894,20.5054377,90.227769447,0.0,84509.78,163506.0,3770.0,1205.0,0.5174802148,22.416387268,70.13259751,0.0,106641.81,218357.0,4937,1290.0,0.4885617665,21.600528661,82.668069767,0,-0.055883196,-0.034374262
Norethindrone-E.Estradiol-Iron,Norethindrone-E.Estradiol-Iron,Greenstone LLC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11132.11,2856.0,68,22.0,3.897797619,163.7075,506.005,0,,
